barcode,product_name,brands,categories,ingredients_text
8908015543173,Tangy Orange Flavoured Pea Protein,Green Protein,,
8908015543197,Green protein,Protein Powder,,
8908015543210,Banana Flavoured Pea Protein By Green Protein,Green Protein,,
8908015543364,Alphonso Flavoured Pea Protein,Green Protein,,
8908015543388,Vegan Vanilla Protein Powder,Green Protein,,
8908015543418,green protein,sport,,
8908015543661,Chocolate Vanilla Crunch,Crave,,
8908015543715,Chocolate Coffee Almond Protein Bar,Crave,,
8908015543722,Chocolate Peanut Butter,Crave,Bars,
8908015551468,Basmati,Heavens Harvest,,
8908015626005,Dates,,en:dates,
8908015676000,Sweet ripe banana chips,,,
8908015676017,Mixed Sweet Potato Chips (Rock Salt & Pepper),To Be Honest,,
8908015676024,Tangy Chickpea with Chilli & Lime,IKEA,snacks,
8908015676093,Golden sweet potato peri peri,TBH,,
8908015676208,Herbed Tari,,,
8908015676222,Crispy Beetroot,To Be Honest,,
8908015692024,Chicken Cheese Momos,Wow Momo,,
8908015692154,Thukpa chicken,wow,,
8908015692338,Wow khow suey,,,
8908015692413,Peri Peri Momos,WOW! Momo,,
8908015692468,Chicken Cheese Momo,Wow Momo,,
8908015692772,Chef's Choice HRC Veg Momo Premium,WOW! Momo,,
8908015694011,Chatmola,Rinkas,,
8908015694325,Chatmola,Rinka's,"Snacks,Sweet snacks,Confectioneries",
8908015694431,Chatmola Chand O Sitare,Rinkas,,
8908015737008,Banana Chips,Ela,,
8908015743269,Breeze tea,,,
8908015836107,Ragi Crispies,The Healthy Binge,,
8908015836183,Ragi Crispies,The Healthy Binge,,
8908015836305,nan,,Snacks,
8908015845017,Gokul,,,
8908015845086,Gokul Dahi,Gokul,Dahi,
8908015845222,nan,,,
8908015845352,Gokul Shakti,Gokul,"Milks,Cow milks",
8908015856068,Assorted Tea Collection,roshi,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas",
8908015859021,White Bread,Am's Fresh,,
8908015937583,Sinjha Rose Water,,,
8908015970177,SF Roasted Hazelnut Syrup,GOOD&MOORE,,
8908015975448,Millet Noodles,Gud Mom,,
8908015975851,nan,,,
8908015978289,Zeba,,,
8908016002150,Full Moon Ghee,Two Brothers,,
8908016002235,Sattu,Two Brothers Organic Farms,,
8908016002365,Amlaprash Sweetened With Misri,Two Brothers Organic Farms,,
8908016002570,Date Palm Jaggery,Two Brothers,,
8908016029133,nan,,,
8908016029232,nan,,,
8908016029256,nan,,,
8908016029522,Craxast Mattar,Crax,,
8908016029935,nan,,,
8908016029959,Creamy Onion,Crax,,
8908016029973,Simply Salted Potato Chips,Crax,,
8908016029997,Fritts,,,
8908016071101,iu,j,en:u,
8908016207012,Zero Sparkling Water,Polka Pop,,
8908016224019,Vasaline,Curalene,,
8908016247001,nan,,,
8908016247018,Traya Health Tatva,Traya,"Pharmaceutical,Open Products Facts,Non food products",
8908016304070,This,,,
8908016314093,Sundar kaju biscuit 200g,,,
8908016314253,Digestive,Sunder,,
8908016314727,rok n roll,,,
8908016314857,nan,,,
8908016359926,Basmati Rice,,,
8908016382061,nan,,,
8908016386021,Fennel Cane Jaggery,Bebe,"Sweeteners,Sugars",
8908016420091,Maida,Kalash,Maida,
8908016442536,nan,,,
8908016501011,Tawa Masala Tempayy Cubes,Hello Tempayy,,
8908016501035,Hello Tempayy Peppery Szechuan Chilli Soyabean Tempeh Cubes,Hello Tempayy,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Meat alternatives,Tempeh",
8908016501097,Tempeh Cubes,Hello Tempayy,,
8908016501165,Tandoori Tempay Thins,Hello Tempayy,,
8908016501172,Hello tempay,Hello tempay,,
8908016501189,Thai Chilli Tempayy Thins,Hello Tempayy,,
8908016501486,Classic Veggies Momos,Hello Tempay,,
8908016501493,Peri Peri Momos,Hello Tempayy,,
8908016531049,Misal Family Pack,Kailas Bhel,,
8908016531070,Jowar Miller Chivda,Kailas Bhel,,
8908016538017,CHEESE,POP s,,
8908016538024,CHILI CARLIC,Charlie,,
8908016538185,POP,Archi,,
8908016538192,Pop butter pop corn,,,
8908016539014,Raisin sans pépin,,,
8908016716422,Protien Powder - Mango Ice Cream,Fulled,,
8908016716538,Cookies And Cream,Fuelled,,
8908016716576,Whey Protein Powder,Fuelled Nutrition,,
8908016716590,Protien Bar - Fudge,Fuelled,,
8908016716668,Chocolate Mocha Whey,Fuelled,,
8908016763150,AATA,ENERGY MAX,,
8908016773265,Bread,Yolo,,
8908016790644,BEVZILLA coffee,BEVZILLA,Coffee with milk with sugar,
8908016793027,Bang Bang Sauce,Master Chow,,
8908016793065,Master Chow Udon Noodles,Master Chow,,
8908016793096,Noodles,MasterChow,,
8908016793362,Soya Garlic Sauce,Master Chow,,
8908016793409,Chilli Oil,Master Chow,,
8908016793416,Chili oil 2x,Master Chow,,
8908016793867,Street Style Momos Chutney,Master Chow,,
8908016793904,nan,,,
8908016793966,White Vinegar,,,
8908016793973,Schezwan Sauce,Master Chow,,
8908016809087,Plant-based chicken seekh kebab,Blue tribe,,
8908016809414,Afghani Soya Chaap,BlueTribe,,
8908016809438,Achari Chaap,Blue Tribe,,
8908016906250,nan,,,
8908016906267,nan,,,
8908016906274,nan,,,
8908016906281,nan,,,
8908016906298,nan,,,
8908016910042,nan,,,
8908016927217,Japanese Wellnex Marine Collagen,Yourhappylife,,
8908016958495,nan,,,
8908016986023,Iodised salt,Top Cook,salt,
8908017031005,nan,,,
8908017074590,Quinoa Millet Puffs Pizza Party,Madmix,,
8908017074934,Mango Raisins,Madamix,,
8908017078031,atta,Maurya gold,,
8908017087422,Plant Protein- Chocolate,Happy Cultures,,
8908017087446,Plant Protein - Strawberry,Happy Culture,,
8908017139176,Nutrela,,,
8908017270466,nan,,,
8908017270480,Pumpkin Seeds,NUTPAC,,
8908017366268,Classic Crunchy Nuggets,Shaka Harry Plant Based,,
8908017366275,Hot & Spicy Nuggets,Shaka Harry Plant Based,,
8908017366381,Multi Grain Pasta,Shaka Harry,,
8908017366398,Protein Bhujia,Shaka Harry,,
8908017366428,Indian Masala Protein Bhujia,Shaka Harry,,
8908017366435,Protein Bhujia Mint Flavor,Shaka Harry,,
8908017415140,Peanut butter crunchy,,,
8908017415157,nan,,,
8908017415201,Peanut Butter,,,
8908017415225,Peanut butter,Unknown Brand,Peanut butters,
8908017415911,PEANUT BUTTER,GET,,
8908017523142,California almonds,yumleys,,
8908017537750,Toffmels,,,
8908017603035,vegan omega,zero harm,,
8908017658301,Dark Chocolate Oats,Health Ninja,,
8908017667150,nan,,,
8908017674516,Leechant Kodo Millet,,,
8908017693296,nan,,,
8908017693647,Chilli Chatka,Millet Bank,,
8908017695269,cereal flakes bajra,farmik,,
8908017753006,bhujia,bhujialalji,,
8908017753037,BHUJIALALJI CHIWDA MIXTURE,,,
8908017753082,soya stick,bhujialalji,,
8908017762077,nan,,,
8908017770010,Mala Chanachur,Halder's,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps",
8908017778832,PL Walnuts In shell 1 Kg,,,
8908017778849,Pistachios Roasted & Salted,Unknown Brand,"Pistachios(salted),Pistachios (roasted)",
8908017778856,P L Pistachios R & S,,,
8908017778863,PL Anjeer,Unknown Brand,"Anjeer,Dried figs",
8908017778870,PL Indian kishmish 500g,,,
8908017781283,Chikki,Aazol,Sweet snacks,
8908017784246,Premium milk taste elachi,,,
8908017808003,Pro health,,,
8908017808034,Sel himalayan,,,
8908017808041,Sel Himalaya,,,
8908017808058,Sel de roche,,en:salts,
8908017808065,Himalayan Pink Rock Salt,Pro Health,"salts,Himalaya salts",
8908017808102,"Sel, noir",,,
8908017808119,Sel minéral de l'Himalaya,,,
8908017853232,Sidr Honey,Barosi,,
8908017866003,Cream Roll,Unknown Brand,,
8908017900028,Spanish Olive Cold Pressed Oil,Kaiser,,
8908017962088,Wicked Gud Noodles,Wicked Gud,instant noodles,
8908017962095,Wicked Gud Noodles Schezwan,Wicked Gud,Instant noodles,
8908017962101,Penne pasta,Wicked gud,,
8908017962156,Wicked Gud Hakka Noodles,Wicked Gud,,
8908017962163,wicked gud,,,
8908017962231,instant noodles,wicked gud,,
8908017962248,Instant Noodles,Wicked Gud,en:instant-noodles,
8908017962279,Popped Chips,Wicked Gud,,
8908017962316,Wicked Gud Popped Chips,Wicked Gud,snacks,
8908017962354,wicked gud masala noodles,wicked gud,noodles,
8908017962484,Wicked Gud Desi Manchow Noodles,Wicked Gud,,
8908017962507,Korean Cup Noodles,Wicked Gud,,
8908018003445,Patanwala Chocolate shake,Patanwala,"Flavored milks,Milkshakes",
8908018009003,nan,,,
8908018014007,Certified Organic Wild Honey,Indigenous Honey,Honey,
8908018023009,Patanwala Malai lassi,Patanwala,Lassi,
8908018023030,Patanwala Masala milk,Patanwala,Flavored milks,
8908018023054,Patanwala Dahi,Patanwala,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Dahi",
8908018023061,Patanwala Dahi,Patanwala,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Dahi",
8908018023092,Patanwala Kesar shrikhand,Patanwala,Sweet snacks,
8908018023108,Patanwala Pure ghee,Patanwala,"Dairies,Fats,Spreads,Spreadable fats,Animal fats,Dairy spreads,Milkfat,Butters,ghee",
8908018023115,Patanwala Pure ghee,Patanwala,"Dairies,Fats,Spreads,Spreadable fats,Animal fats,Dairy spreads,Milkfat,Butters,ghee",
8908018023122,Patanwala Pure ghee,Patanwala,"Dairies,Fats,Spreads,Spreadable fats,Animal fats,Dairy spreads,Milkfat,Butters,ghee",
8908018023139,Patanwala Cow ghee,Patanwala,"Dairies,Fats,Spreads,Spreadable fats,Animal fats,Dairy spreads,Milkfat,Butters,ghee",
8908018023146,Patanwala Cow ghee,Patanwala,"Dairies,Fats,Spreads,Spreadable fats,Animal fats,Dairy spreads,Milkfat,Butters,ghee",
8908018023320,Patanwala Pure ghee,Patanwala,"Dairies,Fats,Spreads,Spreadable fats,Animal fats,Dairy spreads,Milkfat,Butters,ghee",
8908018023337,Patanwala Cow ghee,Patanwala,"Dairies,Fats,Spreads,Spreadable fats,Animal fats,Dairy spreads,Milkfat,Butters,Ghee",
8908018045063,choco Flakes,,,
8908018045070,Disney chocos pack of 6,,,
8908018072458,Pancake and Waffle Mix,The Nutrik Co.,,
8908018084000,Jolochip,,,
8908018095006,Bonphool Natural Mangrove Honey,Bonphool,Honeys,
8908018177115,Roasted Pistachio,LGN,"Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, Pistachios, Roasted pistachios",
8908018178068,nan,,,
8908018178341,nan,,,
8908018178730,nan,,,
8908018207188,Desi Gir Cow Ghee,Haribol,,
8908018207805,nan,,,
8908018234016,Kombucha Peach,Kulturd,,
8908018247153,Lime Lemongrass Sauce,Boombay,,
8908018247177,nan,,,
8908018251242,nan,,,
8908018251440,Artos,Artos,beverages,
8908018275002,nan,,Chikki,
8908018275026,Crushed Peanut Chikki,Nutsy,,
8908018280037,nan,,Chutneys,
8908018280112,nan,,Snacks,
8908018280129,nan,,,
8908018352024,nan,,,
8908018385282,Chailatte Americano,Trice Insta Bev,,
8908018407144,nan,,,
8908018414005,oswal Soap,oswal,soap,
8908018417228,Rose,Rose,,
8908018514132,Small marsh mallow 60,,,
8908018514156,Tweenie marsh mallow watermelon,,,
8908018514170,Tweenie marsh mallow chocolate,,,
8908018568067,corn starch,silver star,en:corn-starch,
8908018568081,SilverStar Black Salt,SilverStar,"black salt,salts",
8908018651486,Troovy Ketchup,Troovy,,
8908018651493,nan,,,
8908018651516,Moong Dal Chips,Troovy,,
8908018651530,The Healthy Ragi Chips,Troovy,,
8908018651561,Penne Millet Pasta,Troovy,,
8908018651677,Protein Puff Tomato,Troovy,,
8908018651721,THE HEALTHY PROTEIN PUFFS,troovy,,
8908018729024,Cheese Sourdough,Suchali’s,,
8908018729659,Rosemary Olive Sourdough,Suchali,,
8908018729666,Whole wheat sourdough bread,Suchalis,,
8908018729673,Sourdough Bread,Suchali Artisan Country Sourdough,,
8908018729680,Multigrain Sourdough,Suchali,,
8908018729925,Suchali Sourdough Sliced Bread,Suchali,,
8908018802079,Thai Fire Blaze Instant Noodes,Sakaza,,
8908018802086,Malaysian Curry Instant Noodles,Sakaza,,
8908018847681,Caramel Pecan Crunch,The Brooklyn Creamery,,
8908018847735,Creamsicle,Brooklyn Creamery,,
8908018864138,Soya chunks,New mahesh,,
8908018875042,Sourdough Crackers Parmesan And Thyme,Awe,,
8908018906678,Millet Coconut Bites,Troo Good,snacks,
8908018926034,nan,,,
8908018963022,Riceflakes Chiwda,Babus,,
8908018963046,Best Chiwda,Laxmi Narayan,,
8908018963152,nan,,,
8908018963428,nan,,,
8908018963459,Cornflakes Chiwda,Laxmi Narayan,,
8908018972024,Khrishika Imli Chutney Instant Mix,Khrishika Masala,,
8908019029178,nan,,,
8908019040180,Clear Whey Protein Mango Peach,Protyze,,
8908019040203,Clear Whey Protein,Protyze,,
8908019040258,Clear Whey Protein,Protyze,Whey powder,
8908019040265,"Clear Whey Protein , Nimbu Pani",Protyze,,
8908019040289,Clear whey,Protyze,,
8908019040395,Clear Whey Protein,Protyze,,
8908019098051,Break shake,,"Beverages, Dairies, Dairy drinks",
8908019118155,nan,,Kimja dates,
8908019147254,Soya Chunks,Unknown Brand,,
8908019150223,Bombay hot hing papdi 240g,,,
8908019150254,nan,,,
8908019150278,Bombay hot diet chura 350 g,,,
8908019150421,Bombay hot Panjabi mix 400g,,,
8908019150438,Bombay hot Agra mox 400g,,,
8908019150469,lahsun chura,Bombay hot,Snacks,
8908019150520,Bombay hot bhuna chana 500g,,,
8908019150568,Bombay hot bhelpuri salted 130g,,,
8908019150575,Bombay hot bhelpuri masala 130g,,,
8908019229035,nan,,,
8908019229059,nan,,,
8908019229158,nan,,,
8908019229165,nan,,,
8908019229189,nan,,,
8908019229196,nan,,,
8908019229271,nan,,,
8908019229295,nan,,,
8908019267297,Peach Iced Tea,Guppy Moms,,
8908019286373,nan,,,
8908019299076,Parivar Refined soyabean oil,Parivar,"Refined-soyabean-oil,Soyabean oil",
8908019312089,nan,,Cup cake,
8908019312140,nan,Chakote,Beverage,
8908019312348,nan,,,
8908019312355,nan,,,
8908019312409,nan,,,
8908019314144,My name is brown bread,Callerio,Bread,
8908019319163,nan,,,
8908019319187,nan,,Snacks,
8908019319286,nan,,,
8908019319804,Bhadang,Chakote,Snacks,
8908019333008,Chocolate Flavour Collgen,Inja Fit,,
8908019386462,Protein Bar Choco Fudge,Whey91,,
8908019481181,Rich Plum Cake,Kottaram,,
8908019489194,Cookd Madras 65 Masala,Cookd,spice mix,
8908019489521,Butter Masala Gravy,Cookd,,
8908019517231,nan,,,
8908019552003,ORIGINAL PANCAKE & WAFFLE mix,The Belgian Waffle Co,,
8908019552102,Waffle Crisps Cookies 'n Cream,The Belgian Waffle,Waffles,
8908019558043,PROTEIN WATER,AQUATEIN PRO,,
8908019567168,LEMON PICKLE,VEMICA,,
8908019567175,CUT MANGO PICKLE,VEMICA,,
8908019567311,kadak chai,VEMICA,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas",
8908019567335,CUT MANGO PICKLE,VEMICA,,
8908019567342,LEMON PICKLE,VEMICA,,
8908019567359,CITRON PICKLE,VEMICA,,
8908019567380,MIX VEG Pickle,VEMICA,,
8908019567489,GONGURA PICKLE,VEMICA,,
8908019567601,INSTANT COFFEE,VEMICA,,
8908019567717,MIX VEG PICKLE,VEMICA,,
8908019567748,MENTHYA SEEDS,VEMICA,,
8908019567762,MUSTARD SEED,VEMICA,,
8908019567779,JEERA,VEMICA,,
8908019567786,Red Chilli powder,VEMICA,,
8908019567854,GREEN TAMARIND (THOKKU ) PICKLE,VEMICA,,
8908019567861,kadak chai,VEMICA,,
8908019582048,Millet Noodles,Mr. Agro,,
8908019622782,Novruz zer balaca,,,
8908019622959,Novruz zer,,,
8908019629033,nan,,,
8908019631968,nan,,,
8908019673135,BAKERS VINEGAR 500 ML,,,
8908019673173,nannari sharbat,bakers,,
8908019694079,Doxy forte doxycline hyclate usp 100mg,,,
8908019694239,ciprovet eye ointment 5 gm,,,
8908019694260,Otilac ear cleaning solution 125ml,,,
8908019694727,Piokill 75g,,,
8908019694734,Meloxvet Meloxicam 2.5mg tabs,,,
8908019694833,Proline flea spray 250ml,,,
8908019708950,nan,,,
8908019726107,Nova Nova Waffle Chocolates,Nova Nova,Chocolate coated waffles,
8908019726220,Nova nova Waffle Cookies,Nova Nova,cookies,
8908019726374,8908019726374,,,
8908019726404,Nova Nova red velvet,,,
8908019726411,Nova nova,,,
8908019726435,Choco Pockets,Nova Nova,,
8908019757385,nan,,,
8908019757408,Cold Brew Coffee Sugar Free Ice Cream,Go Zero,,
8908019757446,nan,,"Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Desert",
8908019757682,Tender coconut fruit pops,Unknown Brand,,
8908019757705,Guilt Free Pops Valencia Orange,Go Zero,,
8908019758191,nan,,,
8908019758290,nan,,Cashew nuts,
8908019758344,Prov select Fard Dates,Prov,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Fruits,Dried plant-based foods,Dried fruits,Dates",
8908019758832,California Almonds,Pov select,,
8908019758917,proV California Pistachio,proV,Pistachios,
8908019808216,nan,Unknown Brand,Beverages,
8908019839234,Pistachio Praline Brittle,Cacao,,
8908019874020,Goli soda Orange,Unknown Brand,"soda,Beverages with added sugar",
8908019882094,Coco Poco Green Apple,Dobra,,
8908019882117,pop goli,Dobra,Carbonated drinks,
8908019882124,"Cotton Candy, Strawberry Blast",Dobra,,
8908019882209,Tapioca Crisps,Dobra,,
8908019996005,Kulith pithi,,,
8908020017195,deconstruct sunscreen,deconstruct,Sunscreen,
8908020047017,Peanut Butter,Brawny Bear,,
8908020047529,Chunky Hazelnut,Brawny Bear,,
8908020062270,Open Secret Chocolate Biscuit,Open Secret,,
8908020208081,Jeeni Infants,Jeeni Infants,Baby foods,
8908020220496,L❤️U,,,
8908020220526,U,,,
8908020238057,Paneer,Vijaya,Paneer,
8908020248056,Plast Based Chocolate Drink,Oatish,,
8908020253586,chease balls,,,
8908020253593,Teetoo cheese balls,,,
8908020271108,Tasty Tung Salted Refills,Tasty Tung,,
8908020271139,nan,Tasty Tung,,
8908020335411,Washishti sweet lassi,Washishti,,
8908020415083,nan,,,
8908020415106,Ziggy donut cake,,,
8908020415212,ziggy donut cake,,,
8908020440191,Tortilla Wrap,Habanero,,
8908020440252,Tomato & Herbs Tortilla Wraps,Habanero,,
8908020440269,Tortilla Wrap Beetroot & Carrot,Habanero,,
8908020440320,Nachos - Peri Peri,Habanero,,
8908020440351,Whole Wheat Tortilla Wraps 8 Inches,Habanero,,
8908020458042,nan,,,
8908020463008,Cruls By Crax,Crax,,
8908020463015,nan,,Food additives,
8908020463022,Natkhat Classic,Crax,,
8908020463145,nan,,,
8908020463176,nan,,crax crunchy pipes,
8908020463237,Chatpata Corn Ring,Crax,,
8908020463244,crax crunchy pipes,,,
8908020463275,nan,,,
8908020463305,Biggies Swiss Cheese,Crax,,
8908020463459,nan,,,
8908020463527,Punjabi Tadka,Crax,"Snacks,Namkeen",
8908020463541,Crax Fruits combo pack,,,
8908020463657,Ragi Chips,Crax,,
8908020463664,Choco Rings,Crax,,
8908020463749,Potato Chips,Crax Zero,,
8908020463756,nan,,,
8908020463824,Spicy Treat Chips,Crax,,
8908020463930,Biggies Chilli Cheese,Crax,,
8908020473021,Grapefruit Mint,Hippo,,
8908020493180,Almond Milk,Fidelo,,
8908020493401,Cheese Spread,Fidel,,
8908020501045,CRANBERRY,Orino,,
8908020526116,nan,,,
8908020554584,Ginkgo Biloba Leaf Powder,Buds and Roots,,
8908020611171,Oasis Arabia Deseeded dates 500g,,,
8908020616152,ynot jujube,Unknown Brand,jujube,
8908020616534,akhoi,ynot,,
8908020672073,nan,,,
8908020709007,Elemental Manga+,ELEMENTAL,Beverages,
8908020710072,Wholy Fudgy Cakes Belgian Chocolate,Wholy,,
8908020733088,Avolt Birthday Cake Flavour Protein Wafer Bar,AVOLT,,
8908020733095,Protein Wafer Bar - Chocolate Ganache,Avolt,,
8908020733439,Mint Chocolate Chip Wafer Bar,Volt,,
8908020739103,nan,,,
8908020774029,ARNOPEN 1LNMENT IAyunvedic Proprietary Medicine,ARNOPEN LINIMENT,,
8908020813162,Aloo Tikki,Chill Fill,,
8908020813193,Viggie Nuggets,Chill Fill,,
8908020854257,Triple Magnesium Complex,Wellbeing Nutrition,,
8908020854752,Dark Chocolate Whey Protein Isolate,Wellbeing Nutrition,,
8908020854776,Swiss Chocolate Whey Protein,Wellbeing Nutrition,,
8908020854783,Whey Concentrate Unflavored,Wellbeing Nutrition,,
8908020889006,Puliogare Masala,IHP,,
8908020889150,IHP leyngars samber powder 100gm,,,
8908020889174,Rasam powder 100gm,IHP leyngars,,
8908020905218,nan,,Food,
8908020908035,nan,,Good Monk,
8908020997534,Badam Flavoured Drink,Nutrico Delight,Flavoured Drinks,
8908020997800,Almond Drink,VDC,,
8908021055059,nan,,cake,
8908021055295,rainbow fruit cake,,,
8908021087005,Trauben,,,
8908021226206,nan,,,
8908021228163,Makhana,NEEVAS,,
8908021242015,marcoz gel,,,
8908021322007,Honest w180 Whole Cashews,Honest,Cashew nuts,
8908021337070,Godavari Doodh,Godavari Doodh,Milks,
8908021441043,Vegan Belgian Chocolate Protein Powder,Karaki Origins,,
8908021459024,Magna Orange,Magna,,
8908021531201,Taste Box Banana Almond Slice Cake,Taste Box,cakes,
8908021745363,Chana Papad,Buldhana Urban,Papadum,
8908021755072,Oat MILK 25G Protein,TOATS PVT LTD,,
8908021821128,freshko,Unknown Brand,,
8908021903312,nan,,Snacks,
8908021946005,Hydros,Hydros,"Beverages and beverages preparations,Beverages,Waters",
89080221,nan,,,
8908022173202,jaggery,just gud,Gud,
8908022254048,Double Chocolate Granola,Phab,,
8908022254642,Mini Choco Almond Crunch,Phab,,
8908022254659,Phab Choco Berry Crunch,Phab,,
8908022254949,Kulfi Caramel Protein Milk Shake,Phab,,
8908022254956,Phab 10g Protein Milkshake Coffee Tiramisu,Phab,"Beverages and beverages preparations,Beverages,Dairies,Dairy drinks,Flavoured milks,Milkshakes",
8908022254970,Double Chocolate Protein Milkshake,Phab,,
8908022315923,Ever Ready Fry Masala,Ever Ready,"Masala,Spice Mix",
8908022325038,Pasteurised Homogenised Double Toned Milk,Parag,,
8908022361302,Cold Pressed White Sesame Oil,Kachi Ghaani,,
8908022418037,Egg Whites,Yellows And Whites,,
8908022521102,Hydration I.V.,Evocus,,
8908022521614,Evocus,Evocus,,
8908022529030,nan,,,
8908022604133,Berry basil kombucha,Hrx,Beverages,
8908022604676,25gm Protein Shake Chocolate Oatmilk,HRX,,
8908022604713,Hex Juice,Hrx,,
8908022632082,nan,,,
8908022632112,nan,,Beverages,
8908022639562,GLF PEANUT BUTTER 340GM,,,
8908022656071,Biryani basmati rice,Aliza,,
8908022656088,Basmatiris,Aliza,,
8908022656309,Basmati Rice,ALIZA,,
8908022677045,Protein Iced Coffee,Not Rocket Science,,
8908022697159,Freeze Dried Mango,Unknown Brand,Freeze-dried plant-based foods,
8908022697272,Jamun freeze dried,Cafune's,Freeze-dried plant-based foods,
8908022716003,Viiking Mushrooms,Viiking,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetable-based foods and beverages,Vegetables based foods,Mushrooms and their products,Mushrooms",
8908022776168,Propox animal wound powder,,,
8908022776335,Proline flea spray 100ml,,,
8908022776533,Cephamox Cephalexin tabs 600mg,,,
8908022776588,otikee ear drops 30ml,,,
8908022803024,PR Golden Tea,PR Golden Tea,en:coffees,
8908022918018,Umami Flavour Instant Ramen Noodles,JIFY,,
8908022918025,Chilli Flavour Instant Ramen Noodles,JIFY,,
8908022958076,nan,,,
8908023075369,nan,,,
8908023100573,Marine Collagen 4x,Miduty,,
8908023115461,PROTEIN BAR CHOCO FUDGE,WHEY91,,
8908023136145,Plant Protein Shake,Maiva,,
8908023136237,Plant Protein,Maiva,,
8908023145062,nan,,,
8908023145109,beyond fire,,,
8908023145178,Banana Chips,,,
8908023145239,Banana Chips-Malabar Flavor,Beyond Snacks,,
8908023145284,Kerala Banana Chips,Beyond Snack,,
8908023186119,Crunchy Green Peas,Peazy,,
8908023263100,Creatine Monohydrate,Fast&UP,,
8908023404022,Spicy Lime Flavoured Coated Peanuts,Tong Garden,,
8908023404039,Coated Peanuts Onion And Garlic Flavour,Tong Garden,,
8908023404060,Salted Almonds,Tong Garden,,
8908023404077,Salted Cashew Nuts,Tong Garden,,
8908023404169,Coated Peanut Magic Masala,Tong Garden,,
8908023404176,Italian Cashews,Tong Garden,,
8908023404183,Mint and Lime Cashews,Tong Garden,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Cashews",
8908023404305,Party Snack,Tong Garden,,
8908023404435,Nature's Harvest Mix,Tong Garden,,
8908023404442,Tropical Nuts & Fruit Mix,Tong Garden,,
8908023404565,Freshly Roasted Salted Peanuts,Tong Garden,,
8908023412287,fave nice crunch,fave,,
8908023412317,fave biscuits chocolate,fave,,
8908023412324,fave biscuits strawberry,fave,,
8908023452153,nan,,Chass,
8908023514011,nan,,,
8908023604132,Finger Millet Cookies,9NUTZ,Cookies,
8908023653079,Aditi Elaichi rusk,Aditi,,
8908023783004,Taste Box Tutti Fruity Muffins 140gm,,,
8908023783035,Taste box Orange Muffins cake 140gm,Taste Box,,
8908023783059,Taste Box Tutti Fruity Slice cake 200g,Taste Box,,
8908023879004,Peanut Butter,Wellx,,
8908023883056,Bazana Pistachios,Bazana,Pistachios (roasted and salted),
8908023883568,Cashews,Bazana,Cashew nuts,
8908023922021,Jodhpuri Jeera,Unknown Brand,beverage,
8908023943026,choice unniyappam,,,
8908024057043,Orange Ginger Laddoos,Eat Better Co,,
8908024057067,Orange Chocolate Laddoos,Eat Better Co,,
8908024057074,Hazelnut Chocolate Laddoos,Eat Better Co,,
8908024057081,Peanut Chocolate Ladoos,Eat Better Co,,
8908024057128,Vanilla Chocolate Laddoos,Eat Better,,
8908024057289,Millet Bhel Bombay Bhelpuri,Eat Better Co,snacks,
8908024057319,Peanut Chocolate Ladoo,Eat Better Co,,
8908024057333,Chocolate Almonds,Eat Better Co.,,
8908024066007,Roasted Tomato & Basil Soup,Kook By Pluckk,,
8908024066380,Schezwan Noodles,Kook By Pluckk,,
8908024066939,Frozen Mixed Berries,Pluckk,,
8908024066946,Frozen Mixed Berries,Pluckk,,
8908024068339,Classic Millet Chikki,Troo Good,,
8908024109049,Crinkle Cut French Fries,Pepizo,,
8908024126039,Pizza Pasta,Repeat Gud,,
8908024314238,Red Pesto,Bun Maska,,
8908024340220,nan,,,
8908024353107,Chocolate Donut Cake,Cooba,,
8908024361171,Homogenized A2 Cow Milk,Provilac,,
8908024361249,Homogenized Cow Milk,Provilac,,
8908024361393,High Protein Milk,Provilac,Milks,
8908024361478,High Protein Coffee,Provilac,,
8908024361508,High Protein Kesar Elaichi,Provilac,,
8908024361522,High protein Chickoo,Provilac,Dairy drinks,
8908024361546,High Protien Mango,Provilac,,
8908024377004,firm Tofu,Fit Bean,,
8908024377011,Tofu jeera,fit bean,Tofu,
8908024377028,veggie Tofu,fit bean,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Meat alternatives,Tofu",
8908024403154,Dates Diet,Kandoi,,
8908024408081,Doxt sl,sun,,
8908024409002,Cravve Momos,Cravve,snacks,
8908024495098,nan,,,
8908024505100,Powdered Milk,Delite,,
8908024586093,nan,,,
